gameid,league,year,split,date,playerid,side,position,player,team,champion,result,dragons,barons,towers,totalgold
TRKR1/1150522,LCK,2016,Summer,2016-08-02 11:59:20,200,0,team,none,ESC Ever,none,0,0.0,0.0,1.0,40154
TRKR1/1150526,LCK,2016,Summer,2016-08-02 12:51:05,100,1,team,none,ESC Ever,none,0,1.0,0.0,2.0,49768
TRKR1/1150526,LCK,2016,Summer,2016-08-02 12:51:05,200,0,team,none,CJ Entus,none,1,1.0,2.0,11.0,65324
TRKR1/1160524,LCK,2016,Summer,2016-08-03 07:43:49,100,1,team,none,SK Telecom T1,none,1,3.0,2.0,10.0,74630
TRKR1/1160524,LCK,2016,Summer,2016-08-03 07:43:49,200,0,team,none,Jin Air Green Wings,none,0,1.0,0.0,3.0,62207
TRKR1/1160535,LCK,2016,Summer,2016-08-03 09:00:00,100,1,team,none,Jin Air Green Wings,none,1,3.0,3.0,11.0,108745
TRKR1/1160535,LCK,2016,Summer,2016-08-03 09:00:00,200,0,team,none,SK Telecom T1,none,0,3.0,0.0,4.0,99947
TRKR1/1160545,LCK,2016,Summer,2016-08-03 10:30:12,100,1,team,none,SK Telecom T1,none,1,2.0,3.0,8.0,126884
TRKR1/1160545,LCK,2016,Summer,2016-08-03 10:30:12,200,0,team,none,Jin Air Green Wings,none,0,4.0,1.0,11.0,120934
TRKR1/1150594,LCK,2016,Summer,2016-08-03 10:46:27,100,1,team,none,MVP,none,0,0.0,0.0,0.0,50425
TRKR1/1150594,LCK,2016,Summer,2016-08-03 10:46:27,200,0,team,none,ROX Tigers,none,1,3.0,1.0,10.0,63603
TRKR1/1150596,LCK,2016,Summer,2016-08-03 11:46:36,100,1,team,none,ROX Tigers,none,1,3.0,1.0,9.0,60991
TRKR1/1150596,LCK,2016,Summer,2016-08-03 11:46:36,200,0,team,none,MVP,none,0,1.0,0.0,3.0,49103
TRKR1/1150631,LCK,2016,Summer,2016-08-04 10:45:52,100,1,team,none,KT Rolster,none,1,2.0,1.0,9.0,73526
TRKR1/1150631,LCK,2016,Summer,2016-08-04 10:45:52,200,0,team,none,CJ Entus,none,0,2.0,0.0,3.0,62684
TRKR1/1150638,LCK,2016,Summer,2016-08-04 11:59:53,100,1,team,none,CJ Entus,none,0,2.0,0.0,2.0,62555
TRKR1/1150638,LCK,2016,Summer,2016-08-04 11:59:53,200,0,team,none,KT Rolster,none,1,1.0,1.0,9.0,72809
TRKR1/1160604,LCK,2016,Summer,2016-08-05 07:43:45,100,1,team,none,Afreeca Freecs,none,0,1.0,0.0,4.0,56216
TRKR1/1160604,LCK,2016,Summer,2016-08-05 07:43:45,200,0,team,none,ROX Tigers,none,1,2.0,1.0,8.0,66950
TRKR1/1160610,LCK,2016,Summer,2016-08-05 08:52:06,100,1,team,none,ROX Tigers,none,1,3.0,1.0,10.0,76879
TRKR1/1160610,LCK,2016,Summer,2016-08-05 08:52:06,200,0,team,none,Afreeca Freecs,none,0,1.0,0.0,5.0,69150
TRKR1/1150674,LCK,2016,Summer,2016-08-05 10:54:35,100,1,team,none,SK Telecom T1,none,0,2.0,0.0,2.0,65862
TRKR1/1150674,LCK,2016,Summer,2016-08-05 10:54:35,200,0,team,none,Longzhu Gaming,none,1,2.0,2.0,10.0,78827
TRKR1/1150679,LCK,2016,Summer,2016-08-05 11:52:52,100,1,team,none,Longzhu Gaming,none,1,2.0,1.0,9.0,60246
TRKR1/1150679,LCK,2016,Summer,2016-08-05 11:52:52,200,0,team,none,SK Telecom T1,none,0,1.0,0.0,1.0,43771
TRKR1/1150700,LCK,2016,Summer,2016-08-06 04:51:22,100,1,team,none,Jin Air Green Wings,none,1,2.0,1.0,10.0,99799
TRKR1/1150700,LCK,2016,Summer,2016-08-06 04:51:22,200,0,team,none,ESC Ever,none,0,2.0,0.0,4.0,89803
TRKR1/1150701,LCK,2016,Summer,2016-08-06 06:16:21,100,1,team,none,ESC Ever,none,1,3.0,2.0,11.0,82879
TRKR1/1150701,LCK,2016,Summer,2016-08-06 06:16:21,200,0,team,none,Jin Air Green Wings,none,0,0.0,0.0,0.0,63079
TRKR1/1150702,LCK,2016,Summer,2016-08-06 07:12:08,100,1,team,none,Jin Air Green Wings,none,1,3.0,1.0,11.0,70823
TRKR1/1150702,LCK,2016,Summer,2016-08-06 07:12:08,200,0,team,none,ESC Ever,none,0,0.0,0.0,0.0,53846
TRKR1/1150712,LCK,2016,Summer,2016-08-06 08:38:53,100,1,team,none,KT Rolster,none,1,2.0,0.0,8.0,83721
TRKR1/1150712,LCK,2016,Summer,2016-08-06 08:38:53,200,0,team,none,Samsung Galaxy,none,0,1.0,0.0,1.0,68808
TRKR1/1150714,LCK,2016,Summer,2016-08-06 09:42:50,100,1,team,none,Samsung Galaxy,none,0,1.0,0.0,3.0,52983
TRKR1/1150714,LCK,2016,Summer,2016-08-06 09:42:50,200,0,team,none,KT Rolster,none,1,1.0,1.0,10.0,70479
ESPORTSTMNT06/30267,LCK,2017,Spring,2017-01-17 07:10:23,100,1,team,none,ROX Tigers,none,0,0.0,0.0,4.0,79203
ESPORTSTMNT06/30267,LCK,2017,Spring,2017-01-17 07:10:23,200,0,team,none,KT Rolster,none,1,4.0,2.0,11.0,88307
ESPORTSTMNT06/30279,LCK,2017,Spring,2017-01-17 09:01:25,100,1,team,none,KT Rolster,none,1,3.0,2.0,10.0,86916
ESPORTSTMNT06/30279,LCK,2017,Spring,2017-01-17 09:01:25,200,0,team,none,ROX Tigers,none,0,2.0,0.0,2.0,75044
ESPORTSTMNT06/30284,LCK,2017,Spring,2017-01-17 10:04:07,100,1,team,none,Longzhu Gaming,none,1,3.0,1.0,11.0,68156
ESPORTSTMNT06/30284,LCK,2017,Spring,2017-01-17 10:04:07,200,0,team,none,Samsung Galaxy,none,0,0.0,0.0,1.0,53718
ESPORTSTMNT06/30306,LCK,2017,Spring,2017-01-17 12:00:47,100,1,team,none,Samsung Galaxy,none,1,2.0,1.0,11.0,68486
ESPORTSTMNT06/30306,LCK,2017,Spring,2017-01-17 12:00:47,200,0,team,none,Longzhu Gaming,none,0,1.0,0.0,1.0,53426
ESPORTSTMNT06/30313,LCK,2017,Spring,2017-01-17 12:56:27,100,1,team,none,Longzhu Gaming,none,0,1.0,2.0,1.0,71955
ESPORTSTMNT06/30313,LCK,2017,Spring,2017-01-17 12:56:27,200,0,team,none,Samsung Galaxy,none,1,4.0,1.0,11.0,75764
ESPORTSTMNT06/30347,LCK,2017,Spring,2017-01-18 07:13:57,100,1,team,none,Jin Air Green Wings,none,0,1.0,0.0,3.0,73723
ESPORTSTMNT06/30347,LCK,2017,Spring,2017-01-18 07:13:57,200,0,team,none,SK Telecom T1,none,1,5.0,3.0,11.0,87910
ESPORTSTMNT06/20369,LCK,2017,Spring,2017-01-18 09:05:24,100,1,team,none,SK Telecom T1,none,1,4.0,1.0,11.0,81807
ESPORTSTMNT06/20369,LCK,2017,Spring,2017-01-18 09:05:24,200,0,team,none,Jin Air Green Wings,none,0,0.0,0.0,0.0,65505
ESPORTSTMNT06/30358,LCK,2017,Spring,2017-01-18 10:06:32,100,1,team,none,MVP,none,1,3.0,2.0,10.0,76489
ESPORTSTMNT06/30358,LCK,2017,Spring,2017-01-18 10:06:32,200,0,team,none,bbq Olivers,none,0,2.0,0.0,4.0,65985
ESPORTSTMNT06/20394,LCK,2017,Spring,2017-01-18 11:53:16,100,1,team,none,bbq Olivers,none,1,3.0,1.0,11.0,62155
ESPORTSTMNT06/20394,LCK,2017,Spring,2017-01-18 11:53:16,200,0,team,none,MVP,none,0,0.0,0.0,1.0,44641
ESPORTSTMNT06/30380,LCK,2017,Spring,2017-01-18 12:42:56,100,1,team,none,MVP,none,0,1.0,0.0,1.0,54251
ESPORTSTMNT06/30380,LCK,2017,Spring,2017-01-18 12:42:56,200,0,team,none,bbq Olivers,none,1,1.0,1.0,11.0,69607
ESPORTSTMNT06/30432,LCK,2017,Spring,2017-01-19 07:29:37,100,1,team,none,Afreeca Freecs,none,1,2.0,2.0,10.0,63266
ESPORTSTMNT06/30432,LCK,2017,Spring,2017-01-19 07:29:37,200,0,team,none,Samsung Galaxy,none,0,1.0,0.0,1.0,47032
ESPORTSTMNT06/30435,LCK,2017,Spring,2017-01-19 08:41:22,100,1,team,none,Samsung Galaxy,none,1,5.0,3.0,11.0,84072
ESPORTSTMNT06/30435,LCK,2017,Spring,2017-01-19 08:41:22,200,0,team,none,Afreeca Freecs,none,0,0.0,0.0,3.0,70371
ESPORTSTMNT06/30437,LCK,2017,Spring,2017-01-19 09:49:10,100,1,team,none,Afreeca Freecs,none,1,4.0,1.0,10.0,69071
ESPORTSTMNT06/30437,LCK,2017,Spring,2017-01-19 09:49:10,200,0,team,none,Samsung Galaxy,none,0,0.0,1.0,2.0,60055
ESPORTSTMNT06/30447,LCK,2017,Spring,2017-01-19 11:04:07,100,1,team,none,ROX Tigers,none,0,0.0,0.0,2.0,69208
ESPORTSTMNT06/30447,LCK,2017,Spring,2017-01-19 11:04:07,200,0,team,none,Kongdoo Monster,none,1,4.0,1.0,9.0,80459
ESPORTSTMNT06/20444,LCK,2017,Spring,2017-01-19 12:32:02,100,1,team,none,Kongdoo Monster,none,0,1.0,1.0,2.0,51185
ESPORTSTMNT06/20444,LCK,2017,Spring,2017-01-19 12:32:02,200,0,team,none,ROX Tigers,none,1,3.0,1.0,10.0,65580
ESPORTSTMNT06/20446,LCK,2017,Spring,2017-01-19 13:28:41,100,1,team,none,ROX Tigers,none,1,3.0,1.0,10.0,76383
ESPORTSTMNT06/20446,LCK,2017,Spring,2017-01-19 13:28:41,200,0,team,none,Kongdoo Monster,none,0,1.0,1.0,3.0,67538
ESPORTSTMNT06/30585,LCK,2017,Spring,2017-01-21 07:45:43,100,1,team,none,bbq Olivers,none,0,2.0,0.0,0.0,48767
ESPORTSTMNT06/30585,LCK,2017,Spring,2017-01-21 07:45:43,200,0,team,none,KT Rolster,none,1,1.0,1.0,9.0,60509
ESPORTSTMNT06/30592,LCK,2017,Spring,2017-01-21 08:44:45,100,1,team,none,KT Rolster,none,1,3.0,0.0,8.0,54253
ESPORTSTMNT06/30592,LCK,2017,Spring,2017-01-21 08:44:45,200,0,team,none,bbq Olivers,none,0,0.0,0.0,0.0,42643
ESPORTSTMNT06/30619,LCK,2017,Spring,2017-01-21 10:47:41,100,1,team,none,Longzhu Gaming,none,0,0.0,0.0,1.0,65189
ESPORTSTMNT06/30619,LCK,2017,Spring,2017-01-21 10:47:41,200,0,team,none,Jin Air Green Wings,none,1,4.0,2.0,11.0,82018
ESPORTSTMNT06/20710,LCK,2017,Spring,2017-01-21 11:56:36,100,1,team,none,Jin Air Green Wings,none,0,0.0,0.0,2.0,64065
ESPORTSTMNT06/20710,LCK,2017,Spring,2017-01-21 11:56:36,200,0,team,none,Longzhu Gaming,none,1,5.0,2.0,11.0,81139
ESPORTSTMNT06/20716,LCK,2017,Spring,2017-01-21 13:06:18,100,1,team,none,Longzhu Gaming,none,1,8.0,2.0,11.0,123595
ESPORTSTMNT06/20716,LCK,2017,Spring,2017-01-21 13:06:18,200,0,team,none,Jin Air Green Wings,none,0,0.0,2.0,6.0,121487
ESPORTSTMNT06/20747,LCK,2017,Spring,2017-01-22 07:45:19,100,1,team,none,MVP,none,1,3.0,2.0,8.0,68354
ESPORTSTMNT06/20747,LCK,2017,Spring,2017-01-22 07:45:19,200,0,team,none,Afreeca Freecs,none,0,1.0,0.0,2.0,58767
ESPORTSTMNT06/20750,LCK,2017,Spring,2017-01-22 08:44:05,100,1,team,none,Afreeca Freecs,none,1,3.0,1.0,10.0,74120
ESPORTSTMNT06/20750,LCK,2017,Spring,2017-01-22 08:44:05,200,0,team,none,MVP,none,0,2.0,0.0,1.0,59076
ESPORTSTMNT06/20754,LCK,2017,Spring,2017-01-22 09:43:09,100,1,team,none,MVP,none,1,2.0,2.0,10.0,64881
ESPORTSTMNT06/20754,LCK,2017,Spring,2017-01-22 09:43:09,200,0,team,none,Afreeca Freecs,none,0,1.0,0.0,3.0,52516
ESPORTSTMNT06/20757,LCK,2017,Spring,2017-01-22 10:40:57,100,1,team,none,Kongdoo Monster,none,0,1.0,0.0,3.0,53652
ESPORTSTMNT06/20757,LCK,2017,Spring,2017-01-22 10:40:57,200,0,team,none,SK Telecom T1,none,1,2.0,1.0,10.0,69685
ESPORTSTMNT06/20797,LCK,2017,Spring,2017-01-22 12:14:17,100,1,team,none,SK Telecom T1,none,1,2.0,1.0,11.0,57165
ESPORTSTMNT06/20797,LCK,2017,Spring,2017-01-22 12:14:17,200,0,team,none,Kongdoo Monster,none,0,0.0,0.0,1.0,39683
ESPORTSTMNT06/30782,LCK,2017,Spring,2017-01-24 07:30:31,100,1,team,none,SK Telecom T1,none,1,3.0,2.0,11.0,66736
ESPORTSTMNT06/30782,LCK,2017,Spring,2017-01-24 07:30:31,200,0,team,none,ROX Tigers,none,0,0.0,0.0,2.0,50723
ESPORTSTMNT06/30787,LCK,2017,Spring,2017-01-24 09:20:44,100,1,team,none,ROX Tigers,none,0,0.0,0.0,0.0,39359
ESPORTSTMNT06/30787,LCK,2017,Spring,2017-01-24 09:20:44,200,0,team,none,SK Telecom T1,none,1,1.0,1.0,10.0,58088
ESPORTSTMNT06/30795,LCK,2017,Spring,2017-01-24 10:09:23,100,1,team,none,Samsung Galaxy,none,1,3.0,2.0,11.0,85026
ESPORTSTMNT06/30795,LCK,2017,Spring,2017-01-24 10:09:23,200,0,team,none,MVP,none,0,2.0,0.0,2.0,69731
ESPORTSTMNT06/30813,LCK,2017,Spring,2017-01-24 11:50:08,100,1,team,none,MVP,none,0,0.0,0.0,0.0,44340
ESPORTSTMNT06/30813,LCK,2017,Spring,2017-01-24 11:50:08,200,0,team,none,Samsung Galaxy,none,1,2.0,1.0,11.0,62519
ESPORTSTMNT06/30826,LCK,2017,Spring,2017-01-25 07:19:46,100,1,team,none,Longzhu Gaming,none,0,2.0,0.0,7.0,66551
ESPORTSTMNT06/30826,LCK,2017,Spring,2017-01-25 07:19:46,200,0,team,none,KT Rolster,none,1,2.0,1.0,9.0,69063
ESPORTSTMNT06/30837,LCK,2017,Spring,2017-01-25 08:49:45,100,1,team,none,KT Rolster,none,1,3.0,2.0,8.0,72529
ESPORTSTMNT06/30837,LCK,2017,Spring,2017-01-25 08:49:45,200,0,team,none,Longzhu Gaming,none,0,1.0,0.0,4.0,60574
ESPORTSTMNT06/20985,LCK,2017,Spring,2017-01-25 10:49:46,100,1,team,none,bbq Olivers,none,1,2.0,2.0,11.0,73813
ESPORTSTMNT06/20985,LCK,2017,Spring,2017-01-25 10:49:46,200,0,team,none,Jin Air Green Wings,none,0,1.0,0.0,1.0,57484
ESPORTSTMNT06/20986,LCK,2017,Spring,2017-01-25 11:53:44,100,1,team,none,Jin Air Green Wings,none,0,0.0,1.0,2.0,61254
ESPORTSTMNT06/20986,LCK,2017,Spring,2017-01-25 11:53:44,200,0,team,none,bbq Olivers,none,1,4.0,0.0,7.0,69024
ESPORTSTMNT06/31035,LCK,2017,Spring,2017-02-02 07:36:53,100,1,team,none,Kongdoo Monster,none,0,0.0,0.0,2.0,50481
ESPORTSTMNT06/31035,LCK,2017,Spring,2017-02-02 07:36:53,200,0,team,none,Longzhu Gaming,none,1,3.0,1.0,9.0,61919
ESPORTSTMNT06/21163,LCK,2017,Spring,2017-02-02 08:43:35,100,1,team,none,Longzhu Gaming,none,1,1.0,1.0,10.0,63829
ESPORTSTMNT06/21163,LCK,2017,Spring,2017-02-02 08:43:35,200,0,team,none,Kongdoo Monster,none,0,2.0,0.0,0.0,46620
ESPORTSTMNT06/31046,LCK,2017,Spring,2017-02-02 10:39:40,100,1,team,none,KT Rolster,none,1,2.0,1.0,11.0,66715
ESPORTSTMNT06/31046,LCK,2017,Spring,2017-02-02 10:39:40,200,0,team,none,Afreeca Freecs,none,0,2.0,0.0,0.0,52639
ESPORTSTMNT06/31051,LCK,2017,Spring,2017-02-02 11:46:19,100,1,team,none,Afreeca Freecs,none,1,2.0,1.0,9.0,79349
ESPORTSTMNT06/31051,LCK,2017,Spring,2017-02-02 11:46:19,200,0,team,none,KT Rolster,none,0,1.0,0.0,3.0,66467
ESPORTSTMNT06/31053,LCK,2017,Spring,2017-02-02 12:52:15,100,1,team,none,KT Rolster,none,1,2.0,1.0,11.0,62279
ESPORTSTMNT06/31053,LCK,2017,Spring,2017-02-02 12:52:15,200,0,team,none,Afreeca Freecs,none,0,1.0,0.0,1.0,49316
ESPORTSTMNT06/31185,LCK,2017,Spring,2017-02-04 07:10:40,100,1,team,none,bbq Olivers,none,1,2.0,1.0,8.0,74810
ESPORTSTMNT06/31185,LCK,2017,Spring,2017-02-04 07:10:40,200,0,team,none,Kongdoo Monster,none,0,2.0,1.0,4.0,69523
ESPORTSTMNT06/31201,LCK,2017,Spring,2017-02-04 08:51:00,100,1,team,none,Kongdoo Monster,none,0,0.0,1.0,3.0,81081
ESPORTSTMNT06/31201,LCK,2017,Spring,2017-02-04 08:51:00,200,0,team,none,bbq Olivers,none,1,5.0,2.0,11.0,99027
ESPORTSTMNT06/21351,LCK,2017,Spring,2017-02-04 10:52:43,100,1,team,none,Afreeca Freecs,none,0,5.0,2.0,8.0,113271
ESPORTSTMNT06/21351,LCK,2017,Spring,2017-02-04 10:52:43,200,0,team,none,Jin Air Green Wings,none,1,2.0,1.0,9.0,111606
ESPORTSTMNT06/31214,LCK,2017,Spring,2017-02-04 12:17:55,100,1,team,none,Jin Air Green Wings,none,1,2.0,1.0,11.0,65104
ESPORTSTMNT06/31214,LCK,2017,Spring,2017-02-04 12:17:55,200,0,team,none,Afreeca Freecs,none,0,1.0,0.0,1.0,54828
ESPORTSTMNT06/31267,LCK,2017,Spring,2017-02-05 07:13:00,100,1,team,none,Samsung Galaxy,none,1,3.0,1.0,10.0,60052
ESPORTSTMNT06/31267,LCK,2017,Spring,2017-02-05 07:13:00,200,0,team,none,ROX Tigers,none,0,0.0,0.0,0.0,45235
ESPORTSTMNT06/31272,LCK,2017,Spring,2017-02-05 08:38:43,100,1,team,none,ROX Tigers,none,1,2.0,2.0,11.0,99517
ESPORTSTMNT06/31272,LCK,2017,Spring,2017-02-05 08:38:43,200,0,team,none,Samsung Galaxy,none,0,3.0,1.0,9.0,98978
ESPORTSTMNT06/31275,LCK,2017,Spring,2017-02-05 09:56:15,100,1,team,none,Samsung Galaxy,none,1,4.0,1.0,9.0,80600
ESPORTSTMNT06/31275,LCK,2017,Spring,2017-02-05 09:56:15,200,0,team,none,ROX Tigers,none,0,1.0,0.0,3.0,64916
ESPORTSTMNT06/31277,LCK,2017,Spring,2017-02-05 10:59:27,100,1,team,none,SK Telecom T1,none,1,3.0,1.0,9.0,59629
ESPORTSTMNT06/31277,LCK,2017,Spring,2017-02-05 10:59:27,200,0,team,none,MVP,none,0,0.0,0.0,0.0,41326
ESPORTSTMNT06/31298,LCK,2017,Spring,2017-02-05 12:16:05,100,1,team,none,MVP,none,0,0.0,1.0,5.0,68104
ESPORTSTMNT06/31298,LCK,2017,Spring,2017-02-05 12:16:05,200,0,team,none,SK Telecom T1,none,1,3.0,1.0,11.0,87284
ESPORTSTMNT06/50079,LCK,2017,Spring,2017-02-07 07:28:04,100,1,team,none,Afreeca Freecs,none,0,1.0,1.0,7.0,66675
ESPORTSTMNT06/50079,LCK,2017,Spring,2017-02-07 07:28:04,200,0,team,none,ROX Tigers,none,1,3.0,1.0,7.0,69644
ESPORTSTMNT06/40067,LCK,2017,Spring,2017-02-07 08:53:07,100,1,team,none,ROX Tigers,none,0,2.0,0.0,3.0,66669
ESPORTSTMNT06/40067,LCK,2017,Spring,2017-02-07 08:53:07,200,0,team,none,Afreeca Freecs,none,1,2.0,2.0,11.0,79522
ESPORTSTMNT06/40068,LCK,2017,Spring,2017-02-07 09:55:45,100,1,team,none,Afreeca Freecs,none,1,4.0,1.0,11.0,67136
ESPORTSTMNT06/40068,LCK,2017,Spring,2017-02-07 09:55:45,200,0,team,none,ROX Tigers,none,0,0.0,0.0,1.0,55123
ESPORTSTMNT06/40071,LCK,2017,Spring,2017-02-07 10:50:42,100,1,team,none,Samsung Galaxy,none,1,4.0,1.0,11.0,82580
ESPORTSTMNT06/40071,LCK,2017,Spring,2017-02-07 10:50:42,200,0,team,none,Kongdoo Monster,none,0,0.0,0.0,0.0,64073
ESPORTSTMNT06/40085,LCK,2017,Spring,2017-02-07 12:24:40,100,1,team,none,Kongdoo Monster,none,0,0.0,1.0,2.0,50916
ESPORTSTMNT06/40085,LCK,2017,Spring,2017-02-07 12:24:40,200,0,team,none,Samsung Galaxy,none,1,4.0,1.0,9.0,64430
ESPORTSTMNT06/40112,LCK,2017,Spring,2017-02-08 07:45:01,100,1,team,none,bbq Olivers,none,0,1.0,0.0,2.0,71176
ESPORTSTMNT06/40112,LCK,2017,Spring,2017-02-08 07:45:01,200,0,team,none,Longzhu Gaming,none,1,4.0,2.0,9.0,86841
ESPORTSTMNT06/50145,LCK,2017,Spring,2017-02-08 09:07:46,100,1,team,none,Longzhu Gaming,none,1,4.0,2.0,11.0,64739
ESPORTSTMNT06/50145,LCK,2017,Spring,2017-02-08 09:07:46,200,0,team,none,bbq Olivers,none,0,0.0,0.0,1.0,52986
ESPORTSTMNT06/40126,LCK,2017,Spring,2017-02-08 10:46:44,100,1,team,none,KT Rolster,none,1,3.0,2.0,11.0,86316
ESPORTSTMNT06/40126,LCK,2017,Spring,2017-02-08 10:46:44,200,0,team,none,Jin Air Green Wings,none,0,2.0,0.0,3.0,73806
ESPORTSTMNT06/50164,LCK,2017,Spring,2017-02-08 12:22:21,100,1,team,none,Jin Air Green Wings,none,0,3.0,0.0,3.0,64259
ESPORTSTMNT06/50164,LCK,2017,Spring,2017-02-08 12:22:21,200,0,team,none,KT Rolster,none,1,1.0,2.0,11.0,73367
ESPORTSTMNT06/50203,LCK,2017,Spring,2017-02-09 07:50:33,100,1,team,none,MVP,none,1,2.0,2.0,11.0,73833
ESPORTSTMNT06/50203,LCK,2017,Spring,2017-02-09 07:50:33,200,0,team,none,Kongdoo Monster,none,0,2.0,0.0,1.0,60214
ESPORTSTMNT06/50204,LCK,2017,Spring,2017-02-09 08:54:51,100,1,team,none,Kongdoo Monster,none,1,3.0,1.0,8.0,61680
ESPORTSTMNT06/50204,LCK,2017,Spring,2017-02-09 08:54:51,200,0,team,none,MVP,none,0,1.0,0.0,0.0,48274
ESPORTSTMNT06/50207,LCK,2017,Spring,2017-02-09 09:48:33,100,1,team,none,MVP,none,1,4.0,2.0,11.0,73603
ESPORTSTMNT06/50207,LCK,2017,Spring,2017-02-09 09:48:33,200,0,team,none,Kongdoo Monster,none,0,0.0,0.0,0.0,54056
ESPORTSTMNT06/50217,LCK,2017,Spring,2017-02-09 11:12:20,100,1,team,none,Afreeca Freecs,none,1,3.0,2.0,10.0,81802
ESPORTSTMNT06/50217,LCK,2017,Spring,2017-02-09 11:12:20,200,0,team,none,SK Telecom T1,none,0,2.0,0.0,5.0,76613
ESPORTSTMNT06/40205,LCK,2017,Spring,2017-02-09 12:20:58,100,1,team,none,SK Telecom T1,none,0,2.0,0.0,3.0,57658
ESPORTSTMNT06/40205,LCK,2017,Spring,2017-02-09 12:20:58,200,0,team,none,Afreeca Freecs,none,1,1.0,1.0,7.0,59671
ESPORTSTMNT06/50326,LCK,2017,Spring,2017-02-11 07:35:24,100,1,team,none,KT Rolster,none,1,2.0,1.0,11.0,60154
ESPORTSTMNT06/50326,LCK,2017,Spring,2017-02-11 07:35:24,200,0,team,none,Samsung Galaxy,none,0,0.0,0.0,0.0,44633
ESPORTSTMNT06/50331,LCK,2017,Spring,2017-02-11 08:42:56,100,1,team,none,Samsung Galaxy,none,0,0.0,0.0,1.0,36914
ESPORTSTMNT06/50331,LCK,2017,Spring,2017-02-11 08:42:56,200,0,team,none,KT Rolster,none,1,2.0,1.0,10.0,51529
ESPORTSTMNT06/40397,LCK,2017,Spring,2017-02-11 10:40:16,100,1,team,none,ROX Tigers,none,1,4.0,1.0,10.0,90153
ESPORTSTMNT06/40397,LCK,2017,Spring,2017-02-11 10:40:16,200,0,team,none,Longzhu Gaming,none,0,1.0,0.0,3.0,79726
ESPORTSTMNT06/40426,LCK,2017,Spring,2017-02-11 12:01:44,100,1,team,none,Longzhu Gaming,none,1,3.0,2.0,11.0,73702
ESPORTSTMNT06/40426,LCK,2017,Spring,2017-02-11 12:01:44,200,0,team,none,ROX Tigers,none,0,1.0,0.0,1.0,58296
ESPORTSTMNT06/40430,LCK,2017,Spring,2017-02-11 13:10:18,100,1,team,none,ROX Tigers,none,0,1.0,1.0,4.0,63983
ESPORTSTMNT06/40430,LCK,2017,Spring,2017-02-11 13:10:18,200,0,team,none,Longzhu Gaming,none,1,3.0,1.0,10.0,71760
ESPORTSTMNT06/40484,LCK,2017,Spring,2017-02-12 07:40:35,100,1,team,none,SK Telecom T1,none,1,3.0,1.0,9.0,56986
ESPORTSTMNT06/40484,LCK,2017,Spring,2017-02-12 07:40:35,200,0,team,none,bbq Olivers,none,0,0.0,0.0,0.0,39187
ESPORTSTMNT06/40492,LCK,2017,Spring,2017-02-12 09:01:26,100,1,team,none,bbq Olivers,none,0,0.0,0.0,1.0,51449
ESPORTSTMNT06/40492,LCK,2017,Spring,2017-02-12 09:01:26,200,0,team,none,SK Telecom T1,none,1,4.0,1.0,11.0,69843
ESPORTSTMNT06/40496,LCK,2017,Spring,2017-02-12 10:14:26,100,1,team,none,Jin Air Green Wings,none,1,2.0,1.0,11.0,61012
ESPORTSTMNT06/40496,LCK,2017,Spring,2017-02-12 10:14:26,200,0,team,none,MVP,none,0,1.0,0.0,0.0,45060
ESPORTSTMNT06/40515,LCK,2017,Spring,2017-02-12 11:41:50,100,1,team,none,MVP,none,1,3.0,2.0,11.0,86744
ESPORTSTMNT06/40515,LCK,2017,Spring,2017-02-12 11:41:50,200,0,team,none,Jin Air Green Wings,none,0,2.0,1.0,2.0,78665
ESPORTSTMNT06/40517,LCK,2017,Spring,2017-02-12 12:49:34,100,1,team,none,Jin Air Green Wings,none,0,2.0,0.0,7.0,107335
ESPORTSTMNT06/40517,LCK,2017,Spring,2017-02-12 12:49:34,200,0,team,none,MVP,none,1,5.0,5.0,11.0,120590
ESPORTSTMNT06/40580,LCK,2017,Spring,2017-02-14 07:29:58,100,1,team,none,MVP,none,1,1.0,2.0,9.0,67697
ESPORTSTMNT06/40580,LCK,2017,Spring,2017-02-14 07:29:58,200,0,team,none,KT Rolster,none,0,3.0,0.0,5.0,63273
ESPORTSTMNT06/40583,LCK,2017,Spring,2017-02-14 08:44:58,100,1,team,none,KT Rolster,none,0,1.0,0.0,4.0,70477
ESPORTSTMNT06/40583,LCK,2017,Spring,2017-02-14 08:44:58,200,0,team,none,MVP,none,1,4.0,2.0,10.0,77717
ESPORTSTMNT06/40584,LCK,2017,Spring,2017-02-14 09:44:20,100,1,team,none,Longzhu Gaming,none,1,2.0,1.0,10.0,91663
ESPORTSTMNT06/40584,LCK,2017,Spring,2017-02-14 09:44:20,200,0,team,none,SK Telecom T1,none,0,3.0,1.0,2.0,85516
ESPORTSTMNT06/40602,LCK,2017,Spring,2017-02-14 11:56:28,100,1,team,none,SK Telecom T1,none,1,2.0,1.0,11.0,70988
ESPORTSTMNT06/40602,LCK,2017,Spring,2017-02-14 11:56:28,200,0,team,none,Longzhu Gaming,none,0,1.0,0.0,1.0,54448
ESPORTSTMNT06/40607,LCK,2017,Spring,2017-02-14 12:51:34,100,1,team,none,Longzhu Gaming,none,0,0.0,0.0,1.0,45343
ESPORTSTMNT06/40607,LCK,2017,Spring,2017-02-14 12:51:34,200,0,team,none,SK Telecom T1,none,1,3.0,2.0,11.0,61526
