gameid,league,year,split,date,playerid,side,position,player,team,champion,result,dragons,barons,towers,totalgold
ESPORTSTMNT03/1412995,LCK,2020,Summer,2020-07-08 08:56:11,100,1,team,none,KT Rolster,none,0,1.0,0.0,1.0,50885
ESPORTSTMNT03/1412995,LCK,2020,Summer,2020-07-08 08:56:11,200,0,team,none,DRX,none,1,4.0,1.0,9.0,60611
ESPORTSTMNT03/1413000,LCK,2020,Summer,2020-07-08 09:48:21,100,1,team,none,DRX,none,0,3.0,0.0,3.0,58308
ESPORTSTMNT03/1413000,LCK,2020,Summer,2020-07-08 09:48:21,200,0,team,none,KT Rolster,none,1,3.0,1.0,10.0,68146
ESPORTSTMNT03/1413012,LCK,2020,Summer,2020-07-08 10:55:57,100,1,team,none,SANDBOX Gaming,none,1,2.0,1.0,8.0,70964
ESPORTSTMNT03/1413012,LCK,2020,Summer,2020-07-08 10:55:57,200,0,team,none,Hanwha Life Esports,none,0,3.0,0.0,2.0,62350
ESPORTSTMNT03/1413045,LCK,2020,Summer,2020-07-08 12:37:36,100,1,team,none,Hanwha Life Esports,none,0,1.0,0.0,1.0,48539
ESPORTSTMNT03/1413045,LCK,2020,Summer,2020-07-08 12:37:36,200,0,team,none,SANDBOX Gaming,none,1,4.0,2.0,9.0,62894
ESPORTSTMNT03/1403547,LCK,2020,Summer,2020-07-09 06:32:35,100,1,team,none,T1,none,1,3.0,1.0,11.0,66737
ESPORTSTMNT03/1403547,LCK,2020,Summer,2020-07-09 06:32:35,200,0,team,none,SeolHaeOne Prince,none,0,2.0,0.0,3.0,54329
ESPORTSTMNT03/1403600,LCK,2020,Summer,2020-07-09 08:40:31,100,1,team,none,SeolHaeOne Prince,none,0,1.0,0.0,2.0,42982
ESPORTSTMNT03/1403600,LCK,2020,Summer,2020-07-09 08:40:31,200,0,team,none,T1,none,1,3.0,1.0,8.0,55181
ESPORTSTMNT03/1403610,LCK,2020,Summer,2020-07-09 09:40:24,100,1,team,none,DAMWON Gaming,none,1,2.0,1.0,11.0,62368
ESPORTSTMNT03/1403610,LCK,2020,Summer,2020-07-09 09:40:24,200,0,team,none,Afreeca Freecs,none,0,2.0,0.0,0.0,44338
ESPORTSTMNT03/1403647,LCK,2020,Summer,2020-07-09 11:37:08,100,1,team,none,Afreeca Freecs,none,0,0.0,0.0,0.0,33518
ESPORTSTMNT03/1403647,LCK,2020,Summer,2020-07-09 11:37:08,200,0,team,none,DAMWON Gaming,none,1,2.0,0.0,8.0,47194
ESPORTSTMNT03/1404039,LCK,2020,Summer,2020-07-10 06:06:30,100,1,team,none,Team Dynamics,none,0,0.0,0.0,3.0,48299
ESPORTSTMNT03/1404039,LCK,2020,Summer,2020-07-10 06:06:30,200,0,team,none,Gen.G,none,1,4.0,1.0,9.0,59348
ESPORTSTMNT03/1404085,LCK,2020,Summer,2020-07-10 08:39:59,100,1,team,none,Gen.G,none,1,3.0,1.0,10.0,53228
ESPORTSTMNT03/1404085,LCK,2020,Summer,2020-07-10 08:39:59,200,0,team,none,Team Dynamics,none,0,1.0,0.0,1.0,40149
ESPORTSTMNT03/1404095,LCK,2020,Summer,2020-07-10 09:34:23,100,1,team,none,SANDBOX Gaming,none,1,2.0,0.0,10.0,66601
ESPORTSTMNT03/1404095,LCK,2020,Summer,2020-07-10 09:34:23,200,0,team,none,KT Rolster,none,0,4.0,0.0,2.0,57381
ESPORTSTMNT03/1404129,LCK,2020,Summer,2020-07-10 11:42:58,100,1,team,none,KT Rolster,none,0,3.0,0.0,3.0,60377
ESPORTSTMNT03/1404129,LCK,2020,Summer,2020-07-10 11:42:58,200,0,team,none,SANDBOX Gaming,none,1,3.0,2.0,10.0,69579
ESPORTSTMNT03/1404383,LCK,2020,Summer,2020-07-11 06:03:48,100,1,team,none,DRX,none,1,3.0,1.0,6.0,62448
ESPORTSTMNT03/1404383,LCK,2020,Summer,2020-07-11 06:03:48,200,0,team,none,DAMWON Gaming,none,0,2.0,1.0,9.0,62207
ESPORTSTMNT03/1404443,LCK,2020,Summer,2020-07-11 08:51:20,100,1,team,none,DAMWON Gaming,none,1,5.0,2.0,9.0,64296
ESPORTSTMNT03/1404443,LCK,2020,Summer,2020-07-11 08:51:20,200,0,team,none,DRX,none,0,0.0,0.0,0.0,49284
ESPORTSTMNT03/1404460,LCK,2020,Summer,2020-07-11 09:45:41,100,1,team,none,DRX,none,1,2.0,1.0,7.0,59403
ESPORTSTMNT03/1404460,LCK,2020,Summer,2020-07-11 09:45:41,200,0,team,none,DAMWON Gaming,none,0,2.0,0.0,3.0,54208
ESPORTSTMNT03/1404479,LCK,2020,Summer,2020-07-11 11:00:56,100,1,team,none,Afreeca Freecs,none,1,4.0,1.0,11.0,69802
ESPORTSTMNT03/1404479,LCK,2020,Summer,2020-07-11 11:00:56,200,0,team,none,SeolHaeOne Prince,none,0,1.0,0.0,1.0,56041
ESPORTSTMNT03/1404522,LCK,2020,Summer,2020-07-11 12:28:33,100,1,team,none,SeolHaeOne Prince,none,0,2.0,0.0,3.0,58498
ESPORTSTMNT03/1404522,LCK,2020,Summer,2020-07-11 12:28:33,200,0,team,none,Afreeca Freecs,none,1,3.0,2.0,11.0,68307
ESPORTSTMNT03/1414400,LCK,2020,Summer,2020-07-12 06:51:23,100,1,team,none,T1,none,1,4.0,1.0,7.0,66977
ESPORTSTMNT03/1414400,LCK,2020,Summer,2020-07-12 06:51:23,200,0,team,none,Team Dynamics,none,0,1.0,0.0,3.0,58468
ESPORTSTMNT03/1414435,LCK,2020,Summer,2020-07-12 08:44:51,100,1,team,none,Team Dynamics,none,1,4.0,1.0,8.0,53816
ESPORTSTMNT03/1414435,LCK,2020,Summer,2020-07-12 08:44:51,200,0,team,none,T1,none,0,0.0,0.0,1.0,44423
ESPORTSTMNT03/1414446,LCK,2020,Summer,2020-07-12 09:39:26,100,1,team,none,T1,none,0,3.0,0.0,5.0,81969
ESPORTSTMNT03/1414446,LCK,2020,Summer,2020-07-12 09:39:26,200,0,team,none,Team Dynamics,none,1,5.0,3.0,8.0,87967
ESPORTSTMNT03/1414469,LCK,2020,Summer,2020-07-12 11:04:05,100,1,team,none,Gen.G,none,1,3.0,1.0,11.0,57856
ESPORTSTMNT03/1414469,LCK,2020,Summer,2020-07-12 11:04:05,200,0,team,none,Hanwha Life Esports,none,0,1.0,0.0,2.0,42650
ESPORTSTMNT03/1414505,LCK,2020,Summer,2020-07-12 12:28:25,100,1,team,none,Hanwha Life Esports,none,0,3.0,1.0,5.0,62739
ESPORTSTMNT03/1414505,LCK,2020,Summer,2020-07-12 12:28:25,200,0,team,none,Gen.G,none,1,3.0,0.0,10.0,65468
ESPORTSTMNT03/1405438,LCK,2020,Summer,2020-07-15 07:17:56,100,1,team,none,Afreeca Freecs,none,0,0.0,0.0,0.0,46948
ESPORTSTMNT03/1405438,LCK,2020,Summer,2020-07-15 07:17:56,200,0,team,none,Gen.G,none,1,4.0,0.0,8.0,59102
ESPORTSTMNT03/1405459,LCK,2020,Summer,2020-07-15 08:39:54,100,1,team,none,Gen.G,none,1,3.0,2.0,10.0,59352
ESPORTSTMNT03/1405459,LCK,2020,Summer,2020-07-15 08:39:54,200,0,team,none,Afreeca Freecs,none,0,1.0,0.0,1.0,45174
ESPORTSTMNT03/1405461,LCK,2020,Summer,2020-07-15 09:36:59,100,1,team,none,DAMWON Gaming,none,1,2.0,1.0,11.0,66422
ESPORTSTMNT03/1405461,LCK,2020,Summer,2020-07-15 09:36:59,200,0,team,none,Team Dynamics,none,0,3.0,0.0,3.0,53970
ESPORTSTMNT03/1405504,LCK,2020,Summer,2020-07-15 11:44:10,100,1,team,none,Team Dynamics,none,0,1.0,0.0,0.0,40135
ESPORTSTMNT03/1405504,LCK,2020,Summer,2020-07-15 11:44:10,200,0,team,none,DAMWON Gaming,none,1,2.0,1.0,10.0,53355
ESPORTSTMNT03/1405626,LCK,2020,Summer,2020-07-16 05:38:49,100,1,team,none,KT Rolster,none,0,1.0,0.0,2.0,43484
ESPORTSTMNT03/1405626,LCK,2020,Summer,2020-07-16 05:38:49,200,0,team,none,T1,none,1,3.0,0.0,9.0,50728
ESPORTSTMNT03/1405659,LCK,2020,Summer,2020-07-16 08:35:13,100,1,team,none,T1,none,1,4.0,1.0,9.0,84094
ESPORTSTMNT03/1405659,LCK,2020,Summer,2020-07-16 08:35:13,200,0,team,none,KT Rolster,none,0,3.0,3.0,10.0,78092
ESPORTSTMNT03/1405661,LCK,2020,Summer,2020-07-16 09:47:51,100,1,team,none,SeolHaeOne Prince,none,0,2.0,0.0,1.0,53495
ESPORTSTMNT03/1405661,LCK,2020,Summer,2020-07-16 09:47:51,200,0,team,none,SANDBOX Gaming,none,1,3.0,1.0,7.0,62124
ESPORTSTMNT03/1405678,LCK,2020,Summer,2020-07-16 11:41:03,100,1,team,none,SANDBOX Gaming,none,0,1.0,0.0,3.0,67926
ESPORTSTMNT03/1405678,LCK,2020,Summer,2020-07-16 11:41:03,200,0,team,none,SeolHaeOne Prince,none,1,4.0,1.0,11.0,69594
ESPORTSTMNT03/1405687,LCK,2020,Summer,2020-07-16 12:48:08,100,1,team,none,SeolHaeOne Prince,none,0,0.0,0.0,0.0,38148
ESPORTSTMNT03/1405687,LCK,2020,Summer,2020-07-16 12:48:08,200,0,team,none,SANDBOX Gaming,none,1,4.0,1.0,8.0,53297
ESPORTSTMNT03/1415548,LCK,2020,Summer,2020-07-17 06:00:27,100,1,team,none,Hanwha Life Esports,none,0,1.0,0.0,0.0,51219
ESPORTSTMNT03/1415548,LCK,2020,Summer,2020-07-17 06:00:27,200,0,team,none,DRX,none,1,4.0,1.0,9.0,65618
ESPORTSTMNT03/1415585,LCK,2020,Summer,2020-07-17 08:41:38,100,1,team,none,DRX,none,1,1.0,1.0,8.0,50501
ESPORTSTMNT03/1415585,LCK,2020,Summer,2020-07-17 08:41:38,200,0,team,none,Hanwha Life Esports,none,0,3.0,0.0,1.0,39564
ESPORTSTMNT03/1415593,LCK,2020,Summer,2020-07-17 09:34:01,100,1,team,none,Afreeca Freecs,none,0,0.0,0.0,1.0,46335
ESPORTSTMNT03/1415593,LCK,2020,Summer,2020-07-17 09:34:01,200,0,team,none,DAMWON Gaming,none,1,4.0,2.0,9.0,62189
ESPORTSTMNT03/1415624,LCK,2020,Summer,2020-07-17 11:36:57,100,1,team,none,DAMWON Gaming,none,1,3.0,0.0,11.0,48451
ESPORTSTMNT03/1415624,LCK,2020,Summer,2020-07-17 11:36:57,200,0,team,none,Afreeca Freecs,none,0,0.0,0.0,0.0,34389
ESPORTSTMNT03/1415661,LCK,2020,Summer,2020-07-18 05:44:04,100,1,team,none,KT Rolster,none,1,5.0,1.0,11.0,66919
ESPORTSTMNT03/1415661,LCK,2020,Summer,2020-07-18 05:44:04,200,0,team,none,SANDBOX Gaming,none,0,0.0,0.0,2.0,56667
ESPORTSTMNT03/1415688,LCK,2020,Summer,2020-07-18 08:47:47,100,1,team,none,SANDBOX Gaming,none,0,1.0,0.0,2.0,56863
ESPORTSTMNT03/1415688,LCK,2020,Summer,2020-07-18 08:47:47,200,0,team,none,KT Rolster,none,1,4.0,1.0,9.0,68901
ESPORTSTMNT03/1415705,LCK,2020,Summer,2020-07-18 09:54:59,100,1,team,none,T1,none,0,2.0,0.0,2.0,57300
ESPORTSTMNT03/1415705,LCK,2020,Summer,2020-07-18 09:54:59,200,0,team,none,Gen.G,none,1,4.0,1.0,10.0,66934
ESPORTSTMNT03/1415723,LCK,2020,Summer,2020-07-18 11:45:48,100,1,team,none,Gen.G,none,1,3.0,1.0,8.0,57689
ESPORTSTMNT03/1415723,LCK,2020,Summer,2020-07-18 11:45:48,200,0,team,none,T1,none,0,1.0,0.0,1.0,49693
ESPORTSTMNT03/1415775,LCK,2020,Summer,2020-07-19 07:37:17,100,1,team,none,SeolHaeOne Prince,none,1,4.0,0.0,7.0,65759
ESPORTSTMNT03/1415775,LCK,2020,Summer,2020-07-19 07:37:17,200,0,team,none,Hanwha Life Esports,none,0,2.0,1.0,3.0,59477
ESPORTSTMNT03/1415780,LCK,2020,Summer,2020-07-19 08:48:07,100,1,team,none,Hanwha Life Esports,none,1,4.0,1.0,8.0,56503
ESPORTSTMNT03/1415780,LCK,2020,Summer,2020-07-19 08:48:07,200,0,team,none,SeolHaeOne Prince,none,0,1.0,0.0,1.0,45766
ESPORTSTMNT03/1415803,LCK,2020,Summer,2020-07-19 09:45:07,100,1,team,none,SeolHaeOne Prince,none,0,2.0,1.0,8.0,63024
ESPORTSTMNT03/1415803,LCK,2020,Summer,2020-07-19 09:45:07,200,0,team,none,Hanwha Life Esports,none,1,3.0,1.0,9.0,69246
ESPORTSTMNT03/1415806,LCK,2020,Summer,2020-07-19 10:46:34,100,1,team,none,Team Dynamics,none,0,1.0,0.0,2.0,47445
ESPORTSTMNT03/1415806,LCK,2020,Summer,2020-07-19 10:46:34,200,0,team,none,DRX,none,1,2.0,1.0,8.0,60720
ESPORTSTMNT03/1415826,LCK,2020,Summer,2020-07-19 12:23:26,100,1,team,none,DRX,none,1,3.0,1.0,10.0,58916
ESPORTSTMNT03/1415826,LCK,2020,Summer,2020-07-19 12:23:26,200,0,team,none,Team Dynamics,none,0,1.0,0.0,0.0,42237
ESPORTSTMNT01/1433876,LCK,2020,Summer,2020-07-23 06:25:59,100,1,team,none,KT Rolster,none,1,4.0,1.0,8.0,58502
ESPORTSTMNT01/1433876,LCK,2020,Summer,2020-07-23 06:25:59,200,0,team,none,DRX,none,0,1.0,0.0,2.0,47940
ESPORTSTMNT01/1433919,LCK,2020,Summer,2020-07-23 08:42:34,100,1,team,none,DRX,none,1,2.0,0.0,9.0,61305
ESPORTSTMNT01/1433919,LCK,2020,Summer,2020-07-23 08:42:34,200,0,team,none,KT Rolster,none,0,2.0,1.0,2.0,52684
ESPORTSTMNT01/1433923,LCK,2020,Summer,2020-07-23 09:42:14,100,1,team,none,KT Rolster,none,0,1.0,0.0,2.0,49431
ESPORTSTMNT01/1433923,LCK,2020,Summer,2020-07-23 09:42:14,200,0,team,none,DRX,none,1,4.0,1.0,10.0,64165
ESPORTSTMNT01/1433946,LCK,2020,Summer,2020-07-23 10:47:08,100,1,team,none,Gen.G,none,1,3.0,2.0,11.0,70151
ESPORTSTMNT01/1433946,LCK,2020,Summer,2020-07-23 10:47:08,200,0,team,none,Team Dynamics,none,0,3.0,0.0,1.0,56944
ESPORTSTMNT01/1433997,LCK,2020,Summer,2020-07-23 12:27:48,100,1,team,none,Team Dynamics,none,0,1.0,0.0,2.0,41204
ESPORTSTMNT01/1433997,LCK,2020,Summer,2020-07-23 12:27:48,200,0,team,none,Gen.G,none,1,3.0,1.0,7.0,54000
ESPORTSTMNT01/1424245,LCK,2020,Summer,2020-07-24 06:54:42,100,1,team,none,SANDBOX Gaming,none,0,1.0,0.0,0.0,34208
ESPORTSTMNT01/1424245,LCK,2020,Summer,2020-07-24 06:54:42,200,0,team,none,DAMWON Gaming,none,1,2.0,1.0,10.0,50746
ESPORTSTMNT01/1424290,LCK,2020,Summer,2020-07-24 08:32:42,100,1,team,none,DAMWON Gaming,none,1,2.0,1.0,10.0,52334
ESPORTSTMNT01/1424290,LCK,2020,Summer,2020-07-24 08:32:42,200,0,team,none,SANDBOX Gaming,none,0,1.0,0.0,1.0,37614
ESPORTSTMNT01/1424300,LCK,2020,Summer,2020-07-24 09:26:54,100,1,team,none,SeolHaeOne Prince,none,0,0.0,0.0,1.0,39015
ESPORTSTMNT01/1424300,LCK,2020,Summer,2020-07-24 09:26:54,200,0,team,none,Afreeca Freecs,none,1,3.0,1.0,9.0,53847
ESPORTSTMNT01/1424337,LCK,2020,Summer,2020-07-24 11:36:14,100,1,team,none,Afreeca Freecs,none,1,2.0,0.0,8.0,36703
ESPORTSTMNT01/1424337,LCK,2020,Summer,2020-07-24 11:36:14,200,0,team,none,SeolHaeOne Prince,none,0,0.0,0.0,0.0,23386
ESPORTSTMNT01/1434787,LCK,2020,Summer,2020-07-25 07:35:39,100,1,team,none,Hanwha Life Esports,none,1,3.0,0.0,6.0,50915
ESPORTSTMNT01/1434787,LCK,2020,Summer,2020-07-25 07:35:39,200,0,team,none,T1,none,0,1.0,1.0,8.0,52767
ESPORTSTMNT01/1434797,LCK,2020,Summer,2020-07-25 08:45:22,100,1,team,none,T1,none,1,2.0,0.0,7.0,46694
ESPORTSTMNT01/1434797,LCK,2020,Summer,2020-07-25 08:45:22,200,0,team,none,Hanwha Life Esports,none,0,2.0,0.0,3.0,39879
ESPORTSTMNT01/1434800,LCK,2020,Summer,2020-07-25 09:25:02,100,1,team,none,Hanwha Life Esports,none,0,0.0,0.0,2.0,42559
ESPORTSTMNT01/1434800,LCK,2020,Summer,2020-07-25 09:25:02,200,0,team,none,T1,none,1,4.0,1.0,8.0,53612
ESPORTSTMNT01/1434821,LCK,2020,Summer,2020-07-25 10:32:14,100,1,team,none,DRX,none,1,2.0,0.0,9.0,67428
ESPORTSTMNT01/1434821,LCK,2020,Summer,2020-07-25 10:32:14,200,0,team,none,Gen.G,none,0,3.0,1.0,4.0,62020
ESPORTSTMNT01/1434854,LCK,2020,Summer,2020-07-25 11:58:24,100,1,team,none,Gen.G,none,1,3.0,0.0,9.0,60327
ESPORTSTMNT01/1434854,LCK,2020,Summer,2020-07-25 11:58:24,200,0,team,none,DRX,none,0,2.0,1.0,3.0,56056
ESPORTSTMNT01/1434878,LCK,2020,Summer,2020-07-25 12:55:51,100,1,team,none,DRX,none,1,3.0,1.0,10.0,73446
ESPORTSTMNT01/1434878,LCK,2020,Summer,2020-07-25 12:55:51,200,0,team,none,Gen.G,none,0,3.0,0.0,4.0,65432
ESPORTSTMNT01/1435111,LCK,2020,Summer,2020-07-26 05:54:40,100,1,team,none,SANDBOX Gaming,none,1,3.0,0.0,8.0,51371
ESPORTSTMNT01/1435111,LCK,2020,Summer,2020-07-26 05:54:40,200,0,team,none,SeolHaeOne Prince,none,0,1.0,0.0,0.0,39559
ESPORTSTMNT01/1435174,LCK,2020,Summer,2020-07-26 08:34:44,100,1,team,none,SeolHaeOne Prince,none,0,4.0,0.0,6.0,76784
ESPORTSTMNT01/1435174,LCK,2020,Summer,2020-07-26 08:34:44,200,0,team,none,SANDBOX Gaming,none,1,3.0,1.0,9.0,83400
ESPORTSTMNT01/1435199,LCK,2020,Summer,2020-07-26 09:44:59,100,1,team,none,Team Dynamics,none,1,3.0,1.0,7.0,55864
ESPORTSTMNT01/1435199,LCK,2020,Summer,2020-07-26 09:44:59,200,0,team,none,KT Rolster,none,0,1.0,0.0,3.0,47447
ESPORTSTMNT01/1435224,LCK,2020,Summer,2020-07-26 11:37:19,100,1,team,none,KT Rolster,none,1,2.0,2.0,10.0,63686
ESPORTSTMNT01/1435224,LCK,2020,Summer,2020-07-26 11:37:19,200,0,team,none,Team Dynamics,none,0,2.0,0.0,3.0,54166
ESPORTSTMNT01/1435244,LCK,2020,Summer,2020-07-26 12:35:55,100,1,team,none,Team Dynamics,none,0,3.0,1.0,2.0,57751
ESPORTSTMNT01/1435244,LCK,2020,Summer,2020-07-26 12:35:55,200,0,team,none,KT Rolster,none,1,3.0,0.0,7.0,61841
ESPORTSTMNT01/1425732,LCK,2020,Summer,2020-07-30 07:02:41,100,1,team,none,Afreeca Freecs,none,1,2.0,1.0,8.0,52974
ESPORTSTMNT01/1425732,LCK,2020,Summer,2020-07-30 07:02:41,200,0,team,none,Hanwha Life Esports,none,0,1.0,0.0,1.0,40209
ESPORTSTMNT01/1425770,LCK,2020,Summer,2020-07-30 08:34:35,100,1,team,none,Hanwha Life Esports,none,0,0.0,0.0,1.0,37302
ESPORTSTMNT01/1425770,LCK,2020,Summer,2020-07-30 08:34:35,200,0,team,none,Afreeca Freecs,none,1,3.0,1.0,7.0,46323
ESPORTSTMNT01/1425772,LCK,2020,Summer,2020-07-30 09:25:11,100,1,team,none,DAMWON Gaming,none,1,4.0,1.0,8.0,58762
ESPORTSTMNT01/1425772,LCK,2020,Summer,2020-07-30 09:25:11,200,0,team,none,DRX,none,0,0.0,0.0,1.0,43316
ESPORTSTMNT01/1425804,LCK,2020,Summer,2020-07-30 11:39:26,100,1,team,none,DRX,none,0,0.0,0.0,2.0,46770
ESPORTSTMNT01/1425804,LCK,2020,Summer,2020-07-30 11:39:26,200,0,team,none,DAMWON Gaming,none,1,4.0,1.0,7.0,53953
ESPORTSTMNT01/1436290,LCK,2020,Summer,2020-07-31 06:16:05,100,1,team,none,T1,none,1,3.0,2.0,10.0,72957
ESPORTSTMNT01/1436290,LCK,2020,Summer,2020-07-31 06:16:05,200,0,team,none,KT Rolster,none,0,2.0,0.0,3.0,64842
ESPORTSTMNT01/1436333,LCK,2020,Summer,2020-07-31 08:45:45,100,1,team,none,KT Rolster,none,0,3.0,0.0,3.0,54938
ESPORTSTMNT01/1436333,LCK,2020,Summer,2020-07-31 08:45:45,200,0,team,none,T1,none,1,2.0,1.0,8.0,63500
ESPORTSTMNT01/1436351,LCK,2020,Summer,2020-07-31 09:50:19,100,1,team,none,SANDBOX Gaming,none,1,4.0,1.0,8.0,52892
ESPORTSTMNT01/1436351,LCK,2020,Summer,2020-07-31 09:50:19,200,0,team,none,Team Dynamics,none,0,0.0,0.0,0.0,38882
ESPORTSTMNT01/1436377,LCK,2020,Summer,2020-07-31 11:34:06,100,1,team,none,Team Dynamics,none,1,4.0,3.0,11.0,80092
ESPORTSTMNT01/1436377,LCK,2020,Summer,2020-07-31 11:34:06,200,0,team,none,SANDBOX Gaming,none,0,2.0,0.0,2.0,67301
ESPORTSTMNT01/1436394,LCK,2020,Summer,2020-07-31 12:41:05,100,1,team,none,SANDBOX Gaming,none,1,2.0,1.0,7.0,50119
ESPORTSTMNT01/1436394,LCK,2020,Summer,2020-07-31 12:41:05,200,0,team,none,Team Dynamics,none,0,1.0,0.0,1.0,35308
ESPORTSTMNT01/1426060,LCK,2020,Summer,2020-08-01 05:46:31,100,1,team,none,Gen.G,none,1,3.0,1.0,10.0,70770
ESPORTSTMNT01/1426060,LCK,2020,Summer,2020-08-01 05:46:31,200,0,team,none,SeolHaeOne Prince,none,0,2.0,0.0,2.0,59425
ESPORTSTMNT01/1426081,LCK,2020,Summer,2020-08-01 08:42:25,100,1,team,none,SeolHaeOne Prince,none,0,1.0,0.0,1.0,40752
ESPORTSTMNT01/1426081,LCK,2020,Summer,2020-08-01 08:42:25,200,0,team,none,Gen.G,none,1,2.0,1.0,11.0,55695
ESPORTSTMNT01/1426092,LCK,2020,Summer,2020-08-01 09:37:36,100,1,team,none,DRX,none,1,3.0,2.0,11.0,68456
ESPORTSTMNT01/1426092,LCK,2020,Summer,2020-08-01 09:37:36,200,0,team,none,Afreeca Freecs,none,0,2.0,0.0,1.0,56273
ESPORTSTMNT01/1426113,LCK,2020,Summer,2020-08-01 11:40:41,100,1,team,none,Afreeca Freecs,none,0,1.0,0.0,2.0,51880
ESPORTSTMNT01/1426113,LCK,2020,Summer,2020-08-01 11:40:41,200,0,team,none,DRX,none,1,3.0,1.0,8.0,59528
ESPORTSTMNT01/1436575,LCK,2020,Summer,2020-08-02 07:59:41,100,1,team,none,Hanwha Life Esports,none,0,0.0,0.0,0.0,38018
ESPORTSTMNT01/1436575,LCK,2020,Summer,2020-08-02 07:59:41,200,0,team,none,DAMWON Gaming,none,1,3.0,0.0,9.0,52120
ESPORTSTMNT01/1436576,LCK,2020,Summer,2020-08-02 08:34:40,100,1,team,none,DAMWON Gaming,none,1,3.0,0.0,8.0,44416
ESPORTSTMNT01/1436576,LCK,2020,Summer,2020-08-02 08:34:40,200,0,team,none,Hanwha Life Esports,none,0,0.0,0.0,1.0,31139
ESPORTSTMNT01/1436582,LCK,2020,Summer,2020-08-02 09:22:50,100,1,team,none,T1,none,1,3.0,0.0,8.0,49186
ESPORTSTMNT01/1436582,LCK,2020,Summer,2020-08-02 09:22:50,200,0,team,none,SANDBOX Gaming,none,0,0.0,0.0,0.0,36767
ESPORTSTMNT01/1436622,LCK,2020,Summer,2020-08-02 11:32:07,100,1,team,none,SANDBOX Gaming,none,0,1.0,0.0,1.0,40606
ESPORTSTMNT01/1436622,LCK,2020,Summer,2020-08-02 11:32:07,200,0,team,none,T1,none,1,2.0,1.0,11.0,52852
ESPORTSTMNT02/1403191,LCK,2020,Summer,2020-08-06 06:49:31,100,1,team,none,DAMWON Gaming,none,1,1.0,1.0,10.0,51653
ESPORTSTMNT02/1403191,LCK,2020,Summer,2020-08-06 06:49:31,200,0,team,none,Gen.G,none,0,3.0,0.0,0.0,40670
ESPORTSTMNT02/1403220,LCK,2020,Summer,2020-08-06 08:39:07,100,1,team,none,Gen.G,none,1,5.0,0.0,8.0,59207
ESPORTSTMNT02/1403220,LCK,2020,Summer,2020-08-06 08:39:07,200,0,team,none,DAMWON Gaming,none,0,0.0,0.0,4.0,49869
ESPORTSTMNT02/1403226,LCK,2020,Summer,2020-08-06 09:35:41,100,1,team,none,DAMWON Gaming,none,1,4.0,1.0,7.0,51706
ESPORTSTMNT02/1403226,LCK,2020,Summer,2020-08-06 09:35:41,200,0,team,none,Gen.G,none,0,0.0,0.0,0.0,38888
ESPORTSTMNT02/1403233,LCK,2020,Summer,2020-08-06 10:34:50,100,1,team,none,SeolHaeOne Prince,none,0,0.0,0.0,0.0,38495
ESPORTSTMNT02/1403233,LCK,2020,Summer,2020-08-06 10:34:50,200,0,team,none,T1,none,1,3.0,1.0,10.0,56274
ESPORTSTMNT02/1403265,LCK,2020,Summer,2020-08-06 12:07:25,100,1,team,none,T1,none,1,1.0,0.0,8.0,63283
ESPORTSTMNT02/1403265,LCK,2020,Summer,2020-08-06 12:07:25,200,0,team,none,SeolHaeOne Prince,none,0,2.0,0.0,1.0,49964
ESPORTSTMNT02/1413453,LCK,2020,Summer,2020-08-07 05:51:02,100,1,team,none,Afreeca Freecs,none,1,3.0,1.0,9.0,80479
ESPORTSTMNT02/1413453,LCK,2020,Summer,2020-08-07 05:51:02,200,0,team,none,Team Dynamics,none,0,3.0,0.0,2.0,71988
ESPORTSTMNT02/1413490,LCK,2020,Summer,2020-08-07 08:49:44,100,1,team,none,Team Dynamics,none,1,1.0,2.0,9.0,74526
ESPORTSTMNT02/1413490,LCK,2020,Summer,2020-08-07 08:49:44,200,0,team,none,Afreeca Freecs,none,0,4.0,0.0,2.0,67938
ESPORTSTMNT02/1413514,LCK,2020,Summer,2020-08-07 09:57:16,100,1,team,none,Afreeca Freecs,none,1,1.0,1.0,11.0,60949
ESPORTSTMNT02/1413514,LCK,2020,Summer,2020-08-07 09:57:16,200,0,team,none,Team Dynamics,none,0,3.0,0.0,0.0,49508
ESPORTSTMNT02/1413537,LCK,2020,Summer,2020-08-07 11:20:26,100,1,team,none,KT Rolster,none,0,1.0,0.0,0.0,52863
ESPORTSTMNT02/1413537,LCK,2020,Summer,2020-08-07 11:20:26,200,0,team,none,Hanwha Life Esports,none,1,4.0,2.0,10.0,66990
ESPORTSTMNT02/1413560,LCK,2020,Summer,2020-08-07 12:37:59,100,1,team,none,Hanwha Life Esports,none,0,0.0,0.0,0.0,42916
ESPORTSTMNT02/1413560,LCK,2020,Summer,2020-08-07 12:37:59,200,0,team,none,KT Rolster,none,1,4.0,0.0,7.0,52302
ESPORTSTMNT02/1413582,LCK,2020,Summer,2020-08-07 13:13:46,100,1,team,none,KT Rolster,none,1,2.0,2.0,9.0,71218
ESPORTSTMNT02/1413582,LCK,2020,Summer,2020-08-07 13:13:46,200,0,team,none,Hanwha Life Esports,none,0,3.0,0.0,2.0,58444
ESPORTSTMNT02/1403890,LCK,2020,Summer,2020-08-08 06:03:29,100,1,team,none,SANDBOX Gaming,none,0,1.0,0.0,1.0,68265
